gender,age,race/ethnicity,parental level of education,ParentMaritalStatus,PracticeSport,lunch,school mark,school_type,test preparation course,Stress,daily studing time,prefer to study in,Financial Status,social_support,extracurricular_activities,teacher_student_relationship,anxiety_level,self_esteem,depression,noise_level,safety,basic_needs,week_absences,internet,daily_freetime,Sleep_Hours,Adaptivity Level,Additional work,Transportation to the school,Taking notes in classes,Listening in classes,teaching_method,school_setting,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Structuring of the course,score,decision
female,19,group C,'bachelor''s degree',married,sometimes,free/reduced,5,Public,completed,Moderate,4,Anytime,Bad,Moderate,Yes,No,No,No,Moderate,High,Yes,Moderate,1,No,High,5,Low,No,No,regulary,Law,Experimental,Urban,Moderate,Law,High,Moderate,58,FAIL
female,20,group B,high school,divorced,sometimes,free/reduced,5,Non-Public,completed,No,3,Anytime,Bad,High,Yes,Moderate,No,No,Moderate,High,No,High,2,Yes,High,4,Moderate,No,Yes,sometimes,Law,Standard,Suburban,High,Law,Law,Moderate,56,FAIL
female,20,group D,'bachelor''s degree',married,sometimes,free/reduced,2,Public,completed,No,4,Morning,Good,Moderate,Yes,Moderate,Moderate,Moderate,High,Moderate,Yes,High,0,No,High,6,High,Yes,No,regulary,Law,Experimental,Suburban,Law,Moderate,Law,High,92,PASS
female,22,group B,'associate''s degree',married,regularly,standard,3,Non-Public,none,Moderate,4,Anytime,Bad,High,No,High,No,Moderate,Moderate,High,No,Moderate,0,Yes,No,6,Moderate,No,No,never,Law,Standard,Urban,Law,Law,Moderate,High,81,PASS
male,18,group B,'associate''s degree',single,regularly,standard,2,Non-Public,none,Moderate,3,Morning,Good,Moderate,No,No,No,No,No,High,No,High,0,No,High,5,Moderate,Yes,No,regulary,Law,Experimental,Rural,Moderate,Moderate,Moderate,High,62,PASS
female,21,group D,some college,single,sometimes,standard,2,Non-Public,none,Moderate,3,Night,Bad,Moderate,Yes,No,Moderate,Moderate,Moderate,High,Yes,Moderate,2,No,High,7,High,No,Yes,sometimes,Law,Experimental,Rural,Moderate,High,Law,High,55,FAIL
female,19,group B,high school,divorced,regularly,free/reduced,3,Non-Public,completed,No,4,Anytime,Fabulous,Moderate,No,Moderate,No,Moderate,High,High,No,Moderate,1,Yes,High,5,Moderate,Yes,Yes,never,High,Experimental,Urban,Law,Moderate,Law,High,63,PASS
male,21,group D,'associate''s degree',divorced,sometimes,standard,3,Public,none,Moderate,3,Anytime,Fabulous,No,Yes,No,No,Moderate,High,High,Yes,Moderate,1,Yes,No,5,Moderate,No,Yes,regulary,High,Experimental,Suburban,Moderate,Law,Law,Moderate,88,PASS
male,20,group B,some college,single,never,standard,5,Public,none,High,5,Anytime,Good,High,Yes,No,Moderate,High,Moderate,Moderate,No,High,2,Yes,No,5,Low,Yes,Yes,never,High,Standard,Suburban,Moderate,High,Moderate,Moderate,57,FAIL
male,21,group B,some college,divorced,sometimes,standard,2,Non-Public,none,No,2,Night,Good,High,No,High,High,Moderate,No,High,No,No,0,No,Moderate,7,Moderate,Yes,Yes,regulary,High,Experimental,Suburban,Moderate,High,Moderate,Moderate,55,FAIL
male,18,group B,'bachelor''s degree',married,regularly,standard,4,Public,none,No,2,Night,Bad,Moderate,No,High,Moderate,High,Moderate,Moderate,Yes,High,0,No,No,6,Moderate,No,Yes,regulary,High,Experimental,Urban,Law,Law,Law,Law,73,PASS
male,24,group B,some college,married,sometimes,free/reduced,2,Non-Public,none,No,4,Anytime,Fabulous,No,Yes,High,High,No,No,Moderate,No,No,0,No,No,5,High,Yes,Yes,sometimes,High,Standard,Suburban,Moderate,High,Moderate,Law,72,PASS
female,20,group C,'associate''s degree',married,regularly,standard,3,Non-Public,none,No,5,Anytime,Fabulous,No,Yes,Moderate,No,High,Moderate,No,No,Moderate,2,Yes,No,6,Moderate,No,No,regulary,High,Standard,Suburban,Moderate,Moderate,Law,High,62,PASS
male,24,group A,some college,married,never,standard,1,Non-Public,none,No,3,Anytime,Fabulous,Moderate,Yes,Moderate,High,Moderate,Moderate,No,No,No,2,Yes,Moderate,6,Moderate,Yes,Yes,sometimes,Law,Standard,Urban,Law,Law,Moderate,High,72,PASS
female,24,group B,some high school,single,sometimes,standard,4,Non-Public,none,No,4,Anytime,Fabulous,No,No,High,High,No,Moderate,High,Yes,Moderate,1,Yes,High,4,Low,Yes,Yes,never,High,Standard,Rural,Law,High,Moderate,High,43,FAIL
male,19,group C,some college,married,sometimes,standard,4,Non-Public,none,No,3,Anytime,Good,No,Yes,Moderate,High,No,Moderate,No,No,Moderate,2,Yes,No,5,Moderate,Yes,No,regulary,Law,Experimental,Suburban,Moderate,High,High,Law,70,PASS
male,24,group B,some college,married,regularly,free/reduced,2,Public,none,Moderate,5,Anytime,Good,Moderate,No,High,Moderate,No,Moderate,Moderate,No,No,0,No,Moderate,7,Moderate,No,No,sometimes,High,Standard,Rural,Moderate,High,Law,High,52,FAIL
male,24,group A,high school,married,sometimes,standard,2,Public,completed,No,3,Night,Bad,High,Yes,No,Moderate,Moderate,No,High,Yes,Moderate,1,No,Moderate,6,Moderate,No,No,sometimes,Law,Experimental,Suburban,Moderate,High,Moderate,Moderate,74,PASS
male,18,group D,'associate''s degree',divorced,sometimes,standard,2,Public,none,High,5,Morning,Awful,High,Yes,High,Moderate,Moderate,High,High,No,No,2,No,Moderate,5,High,No,Yes,sometimes,Law,Experimental,Urban,Law,High,High,Law,81,PASS
female,21,group C,some college,married,never,standard,3,Non-Public,completed,No,5,Anytime,Bad,Moderate,No,Moderate,Moderate,High,High,Moderate,Yes,High,2,No,No,4,High,No,Yes,never,Law,Standard,Urban,Moderate,Moderate,Moderate,High,86,PASS
female,23,group B,some high school,married,sometimes,standard,3,Non-Public,none,Moderate,5,Morning,Good,No,No,Moderate,High,Moderate,Moderate,Moderate,No,Moderate,1,No,No,4,Low,Yes,No,never,High,Standard,Suburban,High,High,Law,Moderate,72,PASS
female,23,group B,'master''s degree',married,regularly,standard,3,Non-Public,completed,No,4,Morning,Good,High,Yes,No,Moderate,High,Moderate,Moderate,Yes,High,1,No,No,6,Low,No,Yes,sometimes,Law,Standard,Suburban,Moderate,Moderate,Moderate,Moderate,71,PASS
male,19,group C,some college,married,sometimes,standard,2,Non-Public,completed,No,3,Anytime,Fabulous,Moderate,Yes,Moderate,Moderate,High,Moderate,High,Yes,High,2,Yes,No,4,Moderate,No,Yes,never,Law,Experimental,Urban,High,High,Moderate,High,86,PASS
female,24,group B,'master''s degree',married,sometimes,standard,2,Non-Public,none,Moderate,5,Night,Good,High,No,Moderate,High,High,No,Moderate,Yes,High,1,No,Moderate,7,High,No,Yes,regulary,High,Experimental,Suburban,High,Moderate,High,Moderate,69,PASS
female,23,group C,high school,single,regularly,standard,3,Public,none,No,5,Anytime,Fabulous,No,No,Moderate,High,High,High,High,Yes,High,2,Yes,No,6,Low,Yes,Yes,regulary,Law,Experimental,Suburban,Moderate,Law,Moderate,Moderate,74,PASS
male,22,group E,high school,married,sometimes,standard,1,Non-Public,completed,High,2,Anytime,Good,No,No,High,Moderate,High,No,High,Yes,Moderate,2,No,Moderate,4,High,No,Yes,regulary,High,Experimental,Suburban,High,Moderate,Moderate,Moderate,81,PASS
male,20,group E,some high school,single,sometimes,standard,4,Non-Public,none,No,3,Morning,Fabulous,High,Yes,High,No,Moderate,No,No,Yes,Moderate,2,No,High,4,Low,Yes,No,never,Law,Standard,Urban,High,Moderate,High,Law,87,PASS
male,18,group B,some college,married,sometimes,free/reduced,4,Public,completed,Moderate,2,Anytime,Awful,No,No,Moderate,No,No,High,Moderate,Yes,High,1,No,No,4,Moderate,No,Yes,sometimes,High,Experimental,Urban,Moderate,High,Law,Law,57,FAIL
male,23,group C,'bachelor''s degree',married,sometimes,standard,4,Non-Public,completed,Moderate,4,Night,Awful,No,No,Moderate,Moderate,High,Moderate,Moderate,No,High,0,No,Moderate,4,Moderate,Yes,No,regulary,High,Experimental,Suburban,Law,High,Law,Law,67,PASS
female,20,group B,some high school,married,sometimes,free/reduced,5,Non-Public,none,No,4,Night,Good,High,No,High,Moderate,Moderate,Moderate,High,Yes,No,1,No,No,6,Low,No,No,regulary,Law,Experimental,Urban,Moderate,High,Moderate,Moderate,75,PASS
female,22,group C,'bachelor''s degree',married,sometimes,free/reduced,3,Public,completed,No,5,Morning,Awful,Moderate,No,High,Moderate,No,Moderate,No,No,Moderate,1,Yes,High,6,Moderate,Yes,No,regulary,Law,Standard,Suburban,Moderate,Moderate,Moderate,Law,76,PASS
female,24,group C,some high school,divorced,sometimes,free/reduced,4,Non-Public,none,Moderate,2,Night,Good,Moderate,Yes,No,Moderate,High,No,High,No,No,0,No,No,6,Moderate,No,No,sometimes,Law,Experimental,Rural,Moderate,High,Law,High,40,FAIL
male,21,group E,some college,single,sometimes,standard,2,Non-Public,none,No,2,Anytime,Fabulous,Moderate,Yes,High,No,High,Moderate,No,No,Moderate,0,No,Moderate,6,Moderate,Yes,No,regulary,Law,Experimental,Rural,Moderate,Law,Moderate,Law,94,PASS
female,20,group D,high school,married,regularly,standard,4,Non-Public,none,No,2,Morning,Fabulous,High,Yes,High,Moderate,No,High,High,Yes,High,1,No,No,7,Low,No,Yes,regulary,Law,Experimental,Suburban,High,Law,High,Law,48,FAIL
male,18,group D,some high school,divorced,never,standard,1,Non-Public,completed,High,3,Anytime,Good,Moderate,No,High,Moderate,Moderate,No,Moderate,Yes,No,1,No,Moderate,4,Low,No,Yes,never,Law,Standard,Suburban,Moderate,Law,High,Moderate,59,FAIL
female,21,group C,high school,married,regularly,free/reduced,1,Public,completed,No,5,Night,Fabulous,Moderate,No,No,Moderate,Moderate,Moderate,High,Yes,Moderate,1,No,Moderate,4,Moderate,No,No,regulary,Law,Experimental,Rural,High,Moderate,Law,Law,74,PASS
male,21,group E,high school,divorced,sometimes,standard,3,Public,none,No,4,Morning,Bad,Moderate,Yes,No,Moderate,Moderate,Moderate,No,No,Moderate,1,No,Moderate,4,Low,No,Yes,never,Law,Experimental,Suburban,Law,High,Law,High,94,PASS
female,21,group B,high school,divorced,sometimes,free/reduced,1,Public,none,High,4,Night,Fabulous,Moderate,Yes,High,No,Moderate,Moderate,No,Yes,Moderate,1,Yes,Moderate,4,Low,Yes,No,sometimes,High,Standard,Rural,Moderate,Moderate,Moderate,High,50,FAIL
male,20,group C,some college,married,sometimes,free/reduced,1,Non-Public,none,Moderate,3,Night,Good,No,No,No,Moderate,Moderate,Moderate,Moderate,No,Moderate,1,No,No,7,Low,Yes,Yes,never,Law,Standard,Rural,Moderate,High,High,Moderate,58,FAIL
male,18,group C,high school,married,sometimes,standard,4,Non-Public,none,Moderate,2,Anytime,Fabulous,No,No,Moderate,Moderate,Moderate,High,High,No,High,2,No,High,6,High,No,Yes,never,High,Experimental,Urban,Law,Law,Law,High,25,FAIL
female,20,group C,'bachelor''s degree',married,sometimes,standard,5,Non-Public,completed,Moderate,3,Anytime,Fabulous,No,Yes,Moderate,Moderate,Moderate,No,High,Yes,Moderate,2,No,High,4,Moderate,No,Yes,regulary,Law,Experimental,Urban,High,Moderate,High,Law,79,PASS
male,19,group D,'bachelor''s degree',divorced,sometimes,standard,1,Public,completed,No,5,Anytime,Bad,No,No,Moderate,Moderate,Moderate,Moderate,High,Yes,Moderate,2,No,No,7,High,Yes,Yes,regulary,High,Experimental,Suburban,Moderate,High,Moderate,High,100,PASS
female,20,group A,high school,married,regularly,standard,1,Public,completed,Moderate,5,Anytime,Awful,Moderate,Yes,High,No,Moderate,High,Moderate,Yes,High,2,Yes,High,6,Moderate,Yes,Yes,never,High,Standard,Urban,Moderate,Law,High,Law,72,PASS
female,19,group C,'associate''s degree',single,sometimes,free/reduced,1,Public,completed,Moderate,4,Night,Bad,No,Yes,Moderate,High,Moderate,High,High,Yes,High,0,No,Moderate,4,Moderate,No,No,regulary,Law,Experimental,Suburban,Moderate,Law,Moderate,High,88,PASS
male,20,group E,'bachelor''s degree',married,regularly,free/reduced,4,Non-Public,none,No,2,Night,Good,No,No,No,Moderate,No,Moderate,Moderate,Yes,High,1,No,No,4,Moderate,No,Yes,never,Law,Experimental,Suburban,Law,High,High,Moderate,63,PASS
female,20,group A,'associate''s degree',married,sometimes,standard,1,Public,none,High,2,Anytime,Good,High,Yes,High,No,Moderate,No,High,Yes,Moderate,0,No,High,6,High,No,Yes,never,Law,Experimental,Suburban,Law,Law,High,Law,79,PASS
female,19,group C,some college,single,sometimes,standard,5,Public,none,High,4,Anytime,Bad,Moderate,No,Moderate,High,No,High,High,Yes,High,0,Yes,Moderate,6,Moderate,Yes,Yes,regulary,Law,Standard,Suburban,High,High,High,High,73,PASS
male,20,group C,high school,married,sometimes,standard,2,Non-Public,completed,Moderate,3,Night,Bad,Moderate,No,Moderate,No,Moderate,No,High,Yes,High,0,No,No,4,Moderate,Yes,Yes,never,Law,Standard,Suburban,Moderate,High,Moderate,Moderate,66,PASS
female,23,group C,some high school,married,sometimes,standard,4,Non-Public,none,No,4,Morning,Awful,No,No,No,No,Moderate,Moderate,No,Yes,High,2,Yes,Moderate,4,High,Yes,Yes,regulary,Law,Experimental,Suburban,Law,Moderate,Law,Law,63,PASS
female,18,group E,'bachelor''s degree',divorced,sometimes,free/reduced,2,Public,completed,No,2,Anytime,Good,High,No,Moderate,No,Moderate,No,Moderate,Yes,Moderate,1,Yes,High,5,Moderate,No,No,sometimes,High,Experimental,Suburban,Moderate,Moderate,Law,Law,78,PASS
male,22,group C,some college,divorced,sometimes,free/reduced,5,Non-Public,completed,Moderate,2,Anytime,Bad,No,No,Moderate,High,High,Moderate,Moderate,Yes,High,0,No,Moderate,5,Moderate,No,Yes,regulary,High,Standard,Suburban,High,High,High,High,73,PASS
female,20,group E,'bachelor''s degree',married,regularly,free/reduced,2,Public,none,Moderate,2,Night,Good,No,Yes,Moderate,No,Moderate,Moderate,High,Yes,High,0,Yes,No,5,Low,No,No,regulary,Law,Experimental,Suburban,High,High,Moderate,Law,62,PASS
female,20,group D,high school,married,never,standard,1,Public,completed,No,2,Anytime,Good,Moderate,No,High,High,Moderate,Moderate,No,Yes,Moderate,1,Yes,Moderate,5,Low,Yes,Yes,sometimes,Law,Standard,Urban,Law,Moderate,Moderate,Moderate,97,PASS
female,21,group D,some college,married,never,standard,5,Public,none,No,5,Night,Bad,High,Yes,No,High,No,High,No,Yes,No,0,No,No,5,Moderate,No,Yes,never,Law,Standard,Urban,High,Law,Moderate,Moderate,61,PASS
male,21,group E,some college,married,regularly,standard,2,Non-Public,none,Moderate,5,Night,Good,High,No,No,High,Moderate,Moderate,High,Yes,No,2,No,No,4,High,No,Yes,never,High,Experimental,Urban,Law,Moderate,High,Law,66,PASS
female,19,group C,'associate''s degree',married,sometimes,free/reduced,2,Non-Public,none,Moderate,3,Morning,Bad,Moderate,Yes,No,No,High,High,Moderate,Yes,Moderate,1,Yes,Moderate,4,Moderate,Yes,Yes,sometimes,High,Standard,Suburban,Law,Moderate,Moderate,Law,53,FAIL
female,19,group C,some college,married,regularly,free/reduced,3,Non-Public,none,Moderate,5,Anytime,Fabulous,Moderate,No,No,Moderate,Moderate,Moderate,Moderate,No,No,0,Yes,High,7,Moderate,No,Yes,sometimes,Law,Standard,Rural,High,High,Moderate,Law,65,PASS
male,22,group C,'bachelor''s degree',divorced,sometimes,free/reduced,4,Public,none,Moderate,3,Night,Bad,Moderate,No,Moderate,High,Moderate,No,High,No,Moderate,1,Yes,No,6,High,No,Yes,regulary,Law,Standard,Urban,Law,High,High,Moderate,61,PASS
female,21,group D,some college,married,sometimes,free/reduced,2,Public,completed,No,3,Anytime,Bad,Moderate,No,Moderate,No,High,No,High,Yes,High,2,No,Moderate,4,High,No,Yes,regulary,High,Standard,Suburban,Moderate,Law,Law,Law,74,PASS
male,18,group C,'bachelor''s degree',married,sometimes,free/reduced,4,Non-Public,none,No,2,Anytime,Fabulous,Moderate,Yes,High,High,No,Moderate,Moderate,Yes,No,0,Yes,Moderate,4,Moderate,Yes,No,never,Law,Standard,Suburban,Moderate,High,Moderate,Moderate,70,PASS
female,18,group B,'associate''s degree',married,regularly,free/reduced,5,Non-Public,none,Moderate,3,Anytime,Fabulous,High,No,High,Moderate,High,High,Moderate,Yes,No,1,No,High,5,Low,No,No,never,Law,Experimental,Urban,High,Moderate,High,Moderate,73,PASS
female,24,group C,'associate''s degree',married,never,free/reduced,4,Public,none,No,2,Night,Bad,No,Yes,Moderate,Moderate,No,High,High,Yes,Moderate,0,Yes,High,7,Moderate,Yes,No,sometimes,Law,Experimental,Urban,Law,High,Moderate,Moderate,69,PASS
male,19,group E,some college,divorced,never,standard,3,Non-Public,none,Moderate,2,Morning,Good,Moderate,Yes,Moderate,No,High,Moderate,Moderate,Yes,High,1,No,High,4,High,Yes,Yes,sometimes,High,Experimental,Suburban,High,Moderate,High,High,75,PASS
male,22,group E,some high school,married,regularly,standard,1,Public,none,No,5,Morning,Fabulous,No,No,High,No,No,No,High,Yes,High,1,No,No,6,Moderate,No,Yes,never,Law,Experimental,Urban,Moderate,Law,Moderate,Law,65,PASS
female,21,group D,some college,widowed,sometimes,free/reduced,5,Non-Public,none,No,2,Anytime,Awful,Moderate,No,No,Moderate,Moderate,No,Moderate,Yes,Moderate,2,Yes,No,4,Moderate,Yes,Yes,never,High,Experimental,Urban,Law,High,Moderate,Moderate,48,FAIL
female,21,group C,'bachelor''s degree',married,regularly,standard,2,Non-Public,none,High,3,Anytime,Fabulous,High,No,Moderate,No,Moderate,High,High,Yes,Moderate,2,Yes,No,4,Low,No,No,sometimes,Law,Standard,Urban,High,High,Moderate,Law,66,PASS
male,23,group C,some college,single,regularly,free/reduced,3,Non-Public,none,No,4,Night,Fabulous,No,Yes,Moderate,Moderate,High,No,Moderate,Yes,High,0,No,High,7,Low,No,No,sometimes,High,Standard,Urban,Moderate,Moderate,High,Moderate,70,PASS
male,24,group C,high school,single,sometimes,standard,1,Non-Public,none,No,3,Morning,Fabulous,Moderate,Yes,Moderate,High,No,Moderate,No,Yes,Moderate,0,Yes,Moderate,7,Moderate,No,No,sometimes,Law,Standard,Urban,Law,High,Law,Law,88,PASS
male,24,group D,some high school,married,sometimes,standard,3,Public,completed,Moderate,2,Anytime,Fabulous,No,Yes,No,No,No,Moderate,High,Yes,High,1,Yes,High,7,Moderate,No,No,never,Law,Standard,Suburban,High,High,Law,Law,52,FAIL
female,24,group D,'master''s degree',married,regularly,standard,1,Public,none,No,5,Morning,Bad,High,Yes,Moderate,Moderate,No,No,Moderate,Yes,No,1,No,Moderate,4,Moderate,Yes,No,never,High,Standard,Suburban,Law,High,High,High,71,PASS
male,20,group D,'associate''s degree',married,never,standard,4,Public,none,No,3,Anytime,Bad,No,Yes,Moderate,High,No,No,Moderate,No,Moderate,1,Yes,High,7,Moderate,Yes,Yes,never,High,Experimental,Urban,High,High,Moderate,High,66,PASS
male,18,group D,some high school,divorced,regularly,standard,4,Public,completed,Moderate,2,Night,Bad,High,Yes,No,Moderate,Moderate,Moderate,High,No,Moderate,2,No,No,7,Moderate,No,No,sometimes,Law,Experimental,Suburban,High,High,Moderate,Law,90,PASS
female,19,group C,high school,married,never,standard,4,Public,none,High,4,Anytime,Good,No,Yes,No,No,High,No,High,Yes,High,0,No,No,6,Moderate,No,No,never,Law,Experimental,Urban,Moderate,Moderate,Law,High,73,PASS
male,19,group D,some college,single,sometimes,standard,1,Public,completed,No,5,Anytime,Good,High,Yes,High,Moderate,High,No,Moderate,Yes,High,0,No,No,4,Moderate,No,No,regulary,Law,Experimental,Suburban,Moderate,High,Moderate,Moderate,68,PASS
male,21,group E,high school,single,never,standard,2,Public,none,High,2,Anytime,Fabulous,No,No,Moderate,Moderate,Moderate,Moderate,No,Yes,High,2,No,Moderate,5,Moderate,No,No,sometimes,High,Standard,Rural,Moderate,High,Law,High,82,PASS
male,20,group C,high school,single,regularly,standard,1,Public,none,No,4,Anytime,Fabulous,Moderate,No,High,No,No,No,High,Yes,No,0,No,Moderate,6,High,No,No,sometimes,Law,Standard,Suburban,Law,Law,High,Law,81,PASS
female,21,group D,high school,married,regularly,standard,2,Public,completed,Moderate,3,Night,Fabulous,No,No,Moderate,High,Moderate,No,High,No,High,2,No,No,5,Moderate,Yes,Yes,never,Law,Standard,Urban,High,High,Moderate,Law,71,PASS
female,23,group D,'associate''s degree',married,sometimes,standard,2,Public,none,No,3,Morning,Fabulous,Moderate,Yes,Moderate,No,No,Moderate,High,Yes,High,0,No,No,7,Low,No,Yes,sometimes,Law,Experimental,Suburban,Law,Law,High,Law,47,FAIL
female,19,group A,high school,married,sometimes,standard,2,Public,none,No,2,Night,Good,Moderate,No,Moderate,No,No,Moderate,Moderate,Yes,High,1,No,No,5,Low,Yes,No,never,Law,Experimental,Suburban,Moderate,Law,Moderate,Law,67,PASS
male,22,group C,some college,married,never,standard,3,Non-Public,none,No,2,Night,Good,High,Yes,Moderate,No,Moderate,Moderate,High,No,High,1,Yes,Moderate,5,High,Yes,Yes,sometimes,High,Experimental,Rural,Moderate,Moderate,High,Moderate,79,PASS
male,22,group C,some college,single,regularly,standard,3,Non-Public,none,No,5,Anytime,Good,Moderate,No,Moderate,No,High,Moderate,No,No,High,0,Yes,High,4,Moderate,Yes,Yes,sometimes,High,Standard,Rural,High,Law,Moderate,Moderate,74,PASS
male,19,group B,some college,married,sometimes,free/reduced,3,Non-Public,none,No,2,Anytime,Fabulous,Moderate,Yes,High,High,Moderate,No,High,No,High,0,No,Moderate,7,High,Yes,No,sometimes,High,Experimental,Rural,Law,Law,High,Moderate,41,FAIL
female,24,group D,'bachelor''s degree',married,sometimes,free/reduced,1,Non-Public,completed,Moderate,2,Night,Fabulous,High,No,High,Moderate,No,Moderate,High,Yes,High,1,No,No,6,Low,No,Yes,sometimes,High,Standard,Urban,Moderate,High,Moderate,Law,61,PASS
male,22,group D,'bachelor''s degree',married,sometimes,standard,2,Non-Public,none,High,2,Night,Fabulous,No,No,No,Moderate,High,High,High,Yes,Moderate,2,Yes,High,7,High,Yes,No,sometimes,Law,Standard,Urban,Law,High,Law,Law,70,PASS
male,21,group C,some high school,single,sometimes,standard,4,Non-Public,completed,No,2,Night,Bad,Moderate,No,No,No,No,No,High,Yes,High,2,No,Moderate,7,Moderate,Yes,Yes,never,High,Experimental,Suburban,Law,High,High,Law,66,PASS
male,19,group E,some college,divorced,regularly,standard,1,Non-Public,completed,No,3,Morning,Good,No,No,Moderate,No,Moderate,No,Moderate,Yes,High,2,Yes,High,5,Moderate,No,No,regulary,Law,Standard,Suburban,Law,Law,Moderate,Moderate,80,PASS
female,22,group A,'bachelor''s degree',single,regularly,free/reduced,5,Public,none,Moderate,5,Anytime,Bad,Moderate,No,No,Moderate,Moderate,High,High,No,Moderate,2,Yes,High,4,High,No,Yes,never,Law,Experimental,Urban,High,Moderate,High,Moderate,70,PASS
female,22,group C,'associate''s degree',married,sometimes,free/reduced,1,Public,completed,No,3,Morning,Fabulous,High,No,Moderate,Moderate,Moderate,High,High,Yes,No,0,No,Moderate,4,Low,No,Yes,regulary,Law,Standard,Suburban,High,High,Moderate,Law,75,PASS
male,19,group C,some high school,married,sometimes,standard,3,Non-Public,none,No,5,Night,Good,No,Yes,High,High,High,Moderate,Moderate,Yes,High,2,Yes,No,6,Moderate,Yes,Yes,never,High,Standard,Urban,Law,Moderate,Moderate,Law,77,PASS
male,20,group D,'bachelor''s degree',married,regularly,standard,3,Public,none,No,2,Night,Fabulous,Moderate,No,Moderate,No,Moderate,Moderate,Moderate,Yes,No,0,Yes,No,6,Moderate,Yes,No,never,Law,Standard,Suburban,Law,High,Law,Moderate,62,PASS
male,18,group C,high school,married,sometimes,standard,2,Public,completed,Moderate,2,Anytime,Fabulous,Moderate,Yes,High,No,No,High,Moderate,No,Moderate,2,Yes,Moderate,4,Moderate,No,No,never,Law,Experimental,Rural,Law,Law,High,Moderate,68,PASS
male,22,group E,'associate''s degree',married,sometimes,standard,2,Non-Public,none,Moderate,3,Night,Bad,Moderate,Yes,No,No,Moderate,High,High,No,Moderate,1,No,Moderate,6,High,No,No,regulary,High,Experimental,Urban,Law,High,Law,High,70,PASS
female,22,group C,'bachelor''s degree',single,sometimes,standard,4,Non-Public,none,Moderate,5,Anytime,Awful,No,Yes,Moderate,No,Moderate,No,Moderate,No,No,1,No,Moderate,4,High,No,No,sometimes,High,Experimental,Urban,Law,Law,Moderate,Moderate,66,PASS
female,19,group A,high school,divorced,sometimes,standard,4,Public,none,Moderate,4,Night,Good,Moderate,No,Moderate,Moderate,Moderate,No,Moderate,Yes,No,2,No,Moderate,5,Low,No,Yes,regulary,High,Standard,Suburban,Moderate,High,High,Moderate,87,PASS
female,22,group D,high school,single,regularly,standard,3,Non-Public,none,Moderate,4,Morning,Bad,No,Yes,Moderate,Moderate,High,High,No,Yes,Moderate,2,Yes,High,4,Moderate,No,No,never,High,Standard,Suburban,High,Moderate,High,High,61,PASS
male,22,group B,some college,single,sometimes,standard,3,Non-Public,completed,No,2,Morning,Fabulous,Moderate,Yes,High,Moderate,High,Moderate,No,No,Moderate,0,Yes,High,6,Low,No,Yes,never,Law,Standard,Urban,Moderate,Moderate,High,Moderate,70,PASS
male,22,group A,high school,single,never,free/reduced,5,Non-Public,none,No,3,Anytime,Good,High,No,No,Moderate,High,Moderate,High,No,High,1,No,High,6,High,Yes,No,sometimes,Law,Standard,Suburban,Moderate,Moderate,High,Moderate,45,FAIL
male,19,group B,high school,married,regularly,standard,1,Non-Public,none,High,2,Morning,Bad,Moderate,Yes,Moderate,No,Moderate,High,Moderate,Yes,Moderate,1,Yes,No,7,Low,No,Yes,sometimes,High,Standard,Suburban,Moderate,High,Moderate,Law,43,FAIL
female,18,group C,'associate''s degree',single,regularly,standard,2,Non-Public,completed,No,3,Anytime,Fabulous,No,Yes,Moderate,Moderate,No,No,Moderate,Yes,High,0,No,Moderate,6,Low,No,No,regulary,High,Standard,Suburban,Law,Law,High,High,81,PASS
female,23,group B,'associate''s degree',married,never,standard,5,Public,completed,Moderate,4,Anytime,Fabulous,No,Yes,No,No,Moderate,No,No,Yes,High,0,No,High,6,Moderate,Yes,No,sometimes,Law,Standard,Suburban,Law,High,Moderate,Law,64,PASS
male,22,group B,some high school,single,sometimes,standard,4,Public,none,Moderate,3,Night,Good,Moderate,Yes,No,High,Moderate,Moderate,High,No,High,2,Yes,No,7,High,No,No,sometimes,Law,Experimental,Suburban,Moderate,High,Moderate,Law,40,FAIL
female,23,group A,high school,married,sometimes,standard,2,Public,completed,Moderate,5,Anytime,Good,No,Yes,Moderate,High,Moderate,High,High,Yes,No,2,No,High,5,Low,Yes,No,sometimes,Law,Experimental,Rural,Moderate,Law,Moderate,High,90,PASS
male,19,group E,'master''s degree',single,sometimes,free/reduced,5,Public,none,No,5,Morning,Bad,High,Yes,No,No,No,High,Moderate,No,No,1,No,High,5,Moderate,No,Yes,regulary,High,Standard,Suburban,Law,High,Moderate,Moderate,66,PASS
female,23,group D,some high school,married,regularly,free/reduced,5,Non-Public,none,No,3,Night,Good,Moderate,Yes,Moderate,No,No,Moderate,High,No,No,0,Yes,Moderate,5,Moderate,No,Yes,sometimes,Law,Experimental,Rural,Moderate,Law,Law,Moderate,62,PASS
female,21,group B,high school,divorced,sometimes,standard,5,Non-Public,none,Moderate,5,Night,Fabulous,Moderate,Yes,Moderate,Moderate,Moderate,High,High,Yes,No,2,No,No,5,Low,Yes,No,never,High,Standard,Urban,Moderate,High,High,Law,66,PASS
male,21,group C,'associate''s degree',married,regularly,standard,4,Public,none,Moderate,2,Anytime,Bad,High,No,Moderate,Moderate,No,High,Moderate,No,Moderate,2,No,Moderate,4,Low,No,Yes,regulary,Law,Standard,Urban,Law,High,High,Law,42,FAIL
